2026-01-30 05:43:42 | INFO     | server | info:104 | ================================================================================
2026-01-30 05:43:42 | INFO     | server | info:104 | 🚀 Google Flow Video Automation Platform STARTING
2026-01-30 05:43:42 | INFO     | server | info:104 | ================================================================================
2026-01-30 05:43:42 | INFO     | server | info:104 | ✅ Phase 1: Foundation - Database, Models, Storage initialized
2026-01-30 05:43:42 | INFO     | server | info:104 | ✅ Phase 2: Backend Services - Automation & Upscaling ready
2026-01-30 05:43:42 | INFO     | server | info:104 | ✅ Phase 3: Frontend - Dashboard & Video Gallery
2026-01-30 05:43:42 | INFO     | server | info:104 | ✅ Phase 4: Automation Workflow - Browser automation & Error recovery
2026-01-30 05:43:42 | INFO     | server | info:104 | ✅ Phase 5: Selection & Download - Video management
2026-01-30 05:43:42 | INFO     | server | info:104 | ✅ Phase 6: Production Polish - UI/UX & Performance optimizations
2026-01-30 05:43:42 | INFO     | server | info:104 | ✅ Logging System - Comprehensive logging with rotation
2026-01-30 05:43:42 | INFO     | server | info:104 | 🌐 API Server: http://0.0.0.0:8001
2026-01-30 05:43:42 | INFO     | server | info:104 | 📝 Logs Directory: /app/logs/
2026-01-30 05:43:42 | INFO     | server | info:104 | ================================================================================
2026-01-30 05:43:57 | INFO     | server | info:104 | ================================================================================
2026-01-30 05:43:57 | INFO     | server | info:104 | 👋 Application shutdown complete
2026-01-30 05:43:57 | INFO     | server | info:104 | ================================================================================
2026-01-30 05:44:04 | INFO     | server | info:104 | ================================================================================
2026-01-30 05:44:04 | INFO     | server | info:104 | 🚀 Google Flow Video Automation Platform STARTING
2026-01-30 05:44:04 | INFO     | server | info:104 | ================================================================================
2026-01-30 05:44:04 | INFO     | server | info:104 | ✅ Phase 1: Foundation - Database, Models, Storage initialized
2026-01-30 05:44:04 | INFO     | server | info:104 | ✅ Phase 2: Backend Services - Automation & Upscaling ready
2026-01-30 05:44:04 | INFO     | server | info:104 | ✅ Phase 3: Frontend - Dashboard & Video Gallery
2026-01-30 05:44:04 | INFO     | server | info:104 | ✅ Phase 4: Automation Workflow - Browser automation & Error recovery
2026-01-30 05:44:04 | INFO     | server | info:104 | ✅ Phase 5: Selection & Download - Video management
2026-01-30 05:44:04 | INFO     | server | info:104 | ✅ Phase 6: Production Polish - UI/UX & Performance optimizations
2026-01-30 05:44:04 | INFO     | server | info:104 | ✅ Logging System - Comprehensive logging with rotation
2026-01-30 05:44:04 | INFO     | server | info:104 | 🌐 API Server: http://0.0.0.0:8001
2026-01-30 05:44:04 | INFO     | server | info:104 | 📝 Logs Directory: /app/logs/
2026-01-30 05:44:04 | INFO     | server | info:104 | ================================================================================
2026-01-30 05:44:21 | INFO     | server | info:104 | 📨 Incoming: GET /api/health
2026-01-30 05:44:21 | WARNING  | server | warning:108 | ⚠️  Client Error: GET /api/health - 404 (1.30ms)
2026-01-30 05:44:27 | INFO     | server | info:104 | 📨 Incoming: GET /health
2026-01-30 05:44:27 | WARNING  | server | warning:108 | ⚠️  Client Error: GET /health - 404 (1.00ms)
2026-01-30 05:44:38 | INFO     | server | info:104 | 📨 Incoming: GET /api/
2026-01-30 05:44:38 | INFO     | server | info:104 | ✅ Success: GET /api/ - 200 (0.87ms)
2026-01-30 05:46:44 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:46:47 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (2442.91ms)
2026-01-30 05:50:00 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:50:00 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (255.77ms)
2026-01-30 05:50:01 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:50:01 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (322.72ms)
2026-01-30 05:50:05 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:50:06 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (238.48ms)
2026-01-30 05:50:10 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:50:10 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (236.71ms)
2026-01-30 05:50:20 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:50:20 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (309.35ms)
2026-01-30 05:50:20 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:50:21 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (261.81ms)
2026-01-30 05:50:25 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:50:25 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (248.00ms)
2026-01-30 05:50:31 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:50:31 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (341.11ms)
2026-01-30 05:50:37 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:50:37 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (248.19ms)
2026-01-30 05:50:40 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:50:41 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (345.52ms)
2026-01-30 05:50:46 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:50:46 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (243.65ms)
2026-01-30 05:50:51 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:50:52 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (755.87ms)
2026-01-30 05:50:55 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:50:56 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (421.99ms)
2026-01-30 05:51:01 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:51:01 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (255.89ms)
2026-01-30 05:51:07 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:51:07 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (285.57ms)
2026-01-30 05:51:25 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:51:25 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (236.48ms)
2026-01-30 05:51:32 | INFO     | server | info:104 | ================================================================================
2026-01-30 05:51:32 | INFO     | server | info:104 | 👋 Application shutdown complete
2026-01-30 05:51:32 | INFO     | server | info:104 | ================================================================================
2026-01-30 05:51:45 | INFO     | server | info:104 | ================================================================================
2026-01-30 05:51:45 | INFO     | server | info:104 | 🚀 Google Flow Video Automation Platform STARTING
2026-01-30 05:51:45 | INFO     | server | info:104 | ================================================================================
2026-01-30 05:51:45 | INFO     | server | info:104 | ✅ Phase 1: Foundation - Database, Models, Storage initialized
2026-01-30 05:51:45 | INFO     | server | info:104 | ✅ Phase 2: Backend Services - Automation & Upscaling ready
2026-01-30 05:51:45 | INFO     | server | info:104 | ✅ Phase 3: Frontend - Dashboard & Video Gallery
2026-01-30 05:51:45 | INFO     | server | info:104 | ✅ Phase 4: Automation Workflow - Browser automation & Error recovery
2026-01-30 05:51:45 | INFO     | server | info:104 | ✅ Phase 5: Selection & Download - Video management
2026-01-30 05:51:45 | INFO     | server | info:104 | ✅ Phase 6: Production Polish - UI/UX & Performance optimizations
2026-01-30 05:51:45 | INFO     | server | info:104 | ✅ Logging System - Comprehensive logging with rotation
2026-01-30 05:51:45 | INFO     | server | info:104 | 🌐 API Server: http://0.0.0.0:8001
2026-01-30 05:51:45 | INFO     | server | info:104 | 📝 Logs Directory: /app/logs/
2026-01-30 05:51:45 | INFO     | server | info:104 | ================================================================================
2026-01-30 05:51:45 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:51:45 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:51:48 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (3031.53ms)
2026-01-30 05:51:48 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (3032.62ms)
2026-01-30 05:51:50 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:51:50 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (242.12ms)
2026-01-30 05:51:53 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:51:53 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (263.12ms)
2026-01-30 05:51:54 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:51:54 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (257.26ms)
2026-01-30 05:51:55 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:51:55 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (242.59ms)
2026-01-30 05:51:55 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:51:56 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (271.75ms)
2026-01-30 05:51:56 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:51:56 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (412.27ms)
2026-01-30 05:51:57 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:51:57 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (250.14ms)
2026-01-30 05:53:31 | INFO     | server | info:104 | 📨 Incoming: GET /api/
2026-01-30 05:53:31 | INFO     | server | info:104 | ✅ Success: GET /api/ - 200 (1.30ms)
2026-01-30 05:53:40 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:53:40 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (259.76ms)
2026-01-30 05:57:19 | INFO     | server | info:104 | 📨 Incoming: GET /api/
2026-01-30 05:57:19 | INFO     | server | info:104 | ✅ Success: GET /api/ - 200 (1.94ms)
2026-01-30 05:58:25 | INFO     | server | info:104 | 📨 Incoming: GET /api/
2026-01-30 05:58:25 | INFO     | server | info:104 | ✅ Success: GET /api/ - 200 (1.11ms)
2026-01-30 05:58:25 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 05:58:25 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (237.47ms)
2026-01-30 06:16:11 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 06:16:11 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (380.36ms)
2026-01-30 06:16:11 | INFO     | server | info:104 | 📨 Incoming: GET /api/jobs
2026-01-30 06:16:12 | INFO     | server | info:104 | ✅ Success: GET /api/jobs - 200 (490.37ms)
2026-01-30 06:36:40 | INFO     | server | info:104 | ================================================================================
2026-01-30 06:36:40 | INFO     | server | info:104 | 🚀 Google Flow Video Automation Platform STARTING
2026-01-30 06:36:40 | INFO     | server | info:104 | ================================================================================
2026-01-30 06:36:40 | INFO     | server | info:104 | ✅ Phase 1: Foundation - Database, Models, Storage initialized
2026-01-30 06:36:40 | INFO     | server | info:104 | ✅ Phase 2: Backend Services - Automation & Upscaling ready
2026-01-30 06:36:40 | INFO     | server | info:104 | ✅ Phase 3: Frontend - Dashboard & Video Gallery
2026-01-30 06:36:40 | INFO     | server | info:104 | ✅ Phase 4: Automation Workflow - Browser automation & Error recovery
2026-01-30 06:36:40 | INFO     | server | info:104 | ✅ Phase 5: Selection & Download - Video management
2026-01-30 06:36:40 | INFO     | server | info:104 | ✅ Phase 6: Production Polish - UI/UX & Performance optimizations
2026-01-30 06:36:40 | INFO     | server | info:104 | ✅ Logging System - Comprehensive logging with rotation
2026-01-30 06:36:40 | INFO     | server | info:104 | 🌐 API Server: http://0.0.0.0:8001
2026-01-30 06:36:40 | INFO     | server | info:104 | 📝 Logs Directory: /app/logs/
2026-01-30 06:36:40 | INFO     | server | info:104 | ================================================================================
2026-01-30 07:50:23 | INFO     | server | info:104 | ================================================================================
2026-01-30 07:50:23 | INFO     | server | info:104 | 🚀 Google Flow Video Automation Platform STARTING
2026-01-30 07:50:23 | INFO     | server | info:104 | ================================================================================
2026-01-30 07:50:23 | INFO     | server | info:104 | ✅ Phase 1: Foundation - Database, Models, Storage initialized
2026-01-30 07:50:23 | INFO     | server | info:104 | ✅ Phase 2: Backend Services - Automation & Upscaling ready
